City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
538,Gigmoto,PH,80.62,heavy intensity rain,13.7796,124.39,Cj's Travellers Inn
539,Myitkyina,MM,73.31,overcast clouds,25.3833,97.4,Shwe Phyu Hotel
540,Aizkraukle,LV,52.9,overcast clouds,56.6048,25.2553,Brīvdienu Māja Trīs istabas
542,Port-Cartier,CA,53.82,overcast clouds,50.0334,-66.8654,Le Q'Artier
543,Cap Malheureux,MU,72.46,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
546,Sohag,EG,79.09,clear sky,26.557,31.6948,Civil Registry - Sohag 1
549,Mahanoro,MG,70.45,few clouds,-19.9,48.8,BUNGALOW MAHAMANINA
550,Chapleau,CA,57.29,overcast clouds,47.8405,-83.4034,Ride the North
551,Yafran,LY,71.35,clear sky,32.0633,12.5286,بيوت الشباب بيفرن
553,Ormara,PK,81.59,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
554,Xichang,CN,63.14,clear sky,27.8964,102.2634,Xichang ibis Hotel
555,Mlonggo,ID,78.51,broken clouds,-6.5333,110.7,Asia Metal Art
557,Umm Lajj,SA,81.81,clear sky,25.0213,37.2685,Moon light Furnished Units
558,Punta Alta,AR,62.42,scattered clouds,-38.8759,-62.0736,Center Hotel Punta Alta
559,Betioky,MG,73.44,few clouds,-23.7167,44.3833,Bungalows Acacias Hotel
560,Birin,NP,59.47,overcast clouds,26.8865,88.0718,Sangam hotel and lodge
561,Kota Kinabalu,MY,75.18,few clouds,5.9749,116.0724,Gaya Centre Hotel
562,Yantzaza,EC,80.38,light rain,-3.8278,-78.7594,HOTEL ALEJANDRO YANTZAZA
563,Marystown,CA,59.86,few clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
564,Den Helder,NL,58.98,overcast clouds,52.9599,4.7593,Hotel Den Helder
566,Cordoba,AR,71.42,clear sky,-31.4135,-64.1811,Hotel Sussex
569,Port Augusta,AU,55.54,clear sky,-32.5,137.7667,Majestic Oasis Apartments
571,Nouakchott,MR,84.13,clear sky,18.0858,-15.9785,HOTEL IMAN فندق إيمان
574,Auburn,US,58.87,overcast clouds,47.3073,-122.2284,La Quinta Inn & Suites by Wyndham Auburn
577,Kununurra,AU,71.58,broken clouds,-15.7667,128.7333,Hotel Kununurra
579,Fare,PF,78.28,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
582,Lindi,TZ,71.73,clear sky,-10.0,39.7167,Lindi paradise house
583,Praia Da Vitoria,PT,75.76,few clouds,38.7333,-27.0667,Hotel Branco I
584,Pisco,PE,68.05,scattered clouds,-13.7,-76.2167,Hotel San Isidro Oficial
585,Ambam,CM,69.78,light rain,2.3833,11.2833,Escapade De La Vallée
586,Pasighat,IN,73.53,moderate rain,28.0667,95.3333,Siang Guest House
587,Krasnoye,UA,52.95,clear sky,49.9145,24.6134,Feniks
588,Acarau,BR,84.34,clear sky,-2.8856,-40.12,castelo pizzaria
590,Thayetmyo,MM,74.44,overcast clouds,19.3167,95.1833,Htarwaya Thitsar Guest House
592,Muswellbrook,AU,52.32,clear sky,-32.2667,150.9,Wayfarer Motel
594,Constantine,DZ,81.81,few clouds,36.365,6.6147,Grand Hotel Cirta
596,Hualmay,PE,67.01,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
597,Maragogi,BR,79.23,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
599,Namibe,AO,62.37,broken clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
600,Sanbu,CN,73.51,light rain,33.4594,119.1453,Feiyang Hotel
601,Nemuro,JP,61.18,broken clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
602,Saint-Junien,FR,56.34,overcast clouds,45.8833,0.9,"The Originals City, Hôtel Le Boeuf Rouge, Saint-Junien (Inter-Hotel)"
606,Batticaloa,LK,80.04,overcast clouds,7.7102,81.6924,Grand Star Guest House
607,Montepuez,MZ,72.81,few clouds,-13.1256,38.9997,PembaAparthotel
611,Valparaiso,CL,68.23,clear sky,-33.0393,-71.6273,Hotel Ultramar
614,Mandla,IN,72.75,few clouds,22.6,80.3833,Bison Resort
615,Nachingwea,TZ,71.58,clear sky,-10.3833,38.7667,Makoga lodge
617,Xuddur,SO,77.58,clear sky,4.1213,43.8894,Banjanay Hotel
618,Mendoza,AR,60.33,clear sky,-32.8908,-68.8272,Hotel Mendoza
620,Cockburn Town,TC,84.16,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
621,Campbell River,CA,55.26,scattered clouds,50.0163,-125.2446,Ramada by Wyndham Campbell River
622,Eidsvag,NO,54.25,light rain,62.7767,8.0668,Eidsvåg Fjordhotell
623,Kendari,ID,73.6,overcast clouds,-3.945,122.4989,Hotel Wixel
626,Melita,CA,76.17,scattered clouds,49.2681,-100.9967,Western Star Hotel
627,Bairnsdale,AU,59.47,broken clouds,-37.8333,147.6167,Town Central Motel
628,Kinablangan,PH,76.87,overcast clouds,7.6947,126.5503,Danny Moreno Property
629,Ambilobe,MG,71.33,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
630,Along,IN,71.22,overcast clouds,28.1667,94.7667,Hotel West
631,Butembo,CD,57.67,overcast clouds,0.15,29.2833,Hotel Butembo
633,Umea,SE,53.53,light rain,63.8284,20.2597,Hotel Avenue | ProfilHotels
634,Karratha,AU,70.23,clear sky,-20.7377,116.8463,ibis Styles Karratha
639,Entebbe,UG,69.62,light rain,0.0644,32.4469,WB APARTMENT
640,Meadow Lake,US,74.48,broken clouds,34.8014,-106.5436,TumbleWeed RV Park
642,Mayabon,PH,76.39,overcast clouds,9.0961,123.1738,Kav's Beach Resort
644,Tuyen Quang,VN,75.04,scattered clouds,21.8233,105.2181,Khách Sạn Tuyên Thoa
646,Alexandria,EG,75.16,scattered clouds,31.2156,29.9553,Royal Crown Hotel
647,Terney,RU,57.85,light rain,45.0503,136.6092,"Hotel ""Ternay"""
649,Marratxi,ES,73.78,scattered clouds,39.6421,2.7539,S'Hort de Son Caulelles
650,Mondeville,FR,58.15,scattered clouds,49.175,-0.3224,ibis Caen Centre
653,Kamaishi,JP,63.12,clear sky,39.2667,141.8833,Hotel Route Inn Kamaishi
654,Tarboro,US,84.52,clear sky,35.8968,-77.5358,SureStay Plus Hotel Tarboro by Best Western
655,Palmares Do Sul,BR,66.96,overcast clouds,-30.2578,-50.5097,Restaurante e Pensão Lopes
656,Vibo Valentia,IT,67.14,overcast clouds,38.6996,16.1274,Hotel Barbieri
657,San Juan,AR,67.73,clear sky,-31.5375,-68.5364,Hotel Provincial
658,Moree,AU,59.02,clear sky,-29.4667,149.85,Molika Springs Motel
659,Beyneu,KZ,53.74,overcast clouds,45.3167,55.2,NUR
661,Serik,TR,77.25,clear sky,36.9169,31.0989,Armas Belek - Ultra All Inclusive
663,Beira,MZ,78.89,broken clouds,-19.8436,34.8389,Beira Terrace Hotel
666,Gat,IL,77.68,few clouds,31.61,34.7642,OlusHome
667,Dharchula,IN,66.85,scattered clouds,29.85,80.5333,Mahara Hotel
