City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
290,Pisco,PE,2021-10-01 01:37:37,-13.7,-76.2167,62.65,82,0,18.41
291,Bobcaygeon,CA,2021-10-01 01:37:38,44.5462,-78.542,53.24,82,29,3.11
292,Bathsheba,BB,2021-10-01 01:37:38,13.2167,-59.5167,84.81,74,75,17.27
293,Kidal,ML,2021-10-01 01:37:38,18.4411,1.4078,82.54,11,67,8.61
294,Hassleholm,SE,2021-10-01 01:37:39,56.1591,13.7664,52.25,88,100,9.95
295,Iskateley,RU,2021-10-01 01:37:39,67.6803,53.1512,32.58,84,88,1.28
296,Esperance,AU,2021-10-01 01:37:39,-33.8667,121.9,64.24,51,100,10.09
297,Lopukhiv,UA,2021-10-01 01:37:40,48.3653,23.9638,48.15,93,100,1.97
298,Moose Factory,CA,2021-10-01 01:37:40,51.2585,-80.6094,48.18,87,90,5.75
299,Angoche,MZ,2021-10-01 01:37:41,-16.2325,39.9086,72.46,88,18,3.27
300,Maceio,BR,2021-10-01 01:37:02,-9.6658,-35.7353,76.44,100,75,3.44
301,Paka,MY,2021-10-01 01:37:41,4.6374,103.4368,80.53,78,20,3.44
302,Verkhnyaya Toyma,RU,2021-10-01 01:37:41,62.2349,44.9985,41.09,97,100,3.74
303,Tabat,ID,2021-10-01 01:37:42,-2.635,115.2274,84.74,74,84,2.26
304,Alexandria,EG,2021-10-01 01:34:18,31.2156,29.9553,75.16,64,40,11.5
305,Sambava,MG,2021-10-01 01:37:42,-14.2667,50.1667,67.01,87,7,8.79
306,Mokhsogollokh,RU,2021-10-01 01:37:43,61.4681,128.9203,34.86,99,100,4.05
307,Kirya,TZ,2021-10-01 01:37:43,-3.9167,37.4833,68.14,83,95,9.17
308,Panguipulli,CL,2021-10-01 01:37:43,-39.6333,-72.3333,44.31,100,100,1.97
309,Washougal,US,2021-10-01 01:37:44,45.5826,-122.3534,63.88,93,90,3.44
310,Meulaboh,ID,2021-10-01 01:37:44,4.1363,96.1285,76.8,92,100,8.95
311,Don Sak,TH,2021-10-01 01:37:44,9.3168,99.6918,87.69,78,81,5.53
312,Sar-E Pul,AF,2021-10-01 01:37:45,35.8333,66.1667,53.11,48,6,0.09
313,Borogontsy,RU,2021-10-01 01:37:45,62.6683,131.1683,37.65,70,100,3.42
314,Itajuba,BR,2021-10-01 01:37:45,-22.4256,-45.4528,64.83,92,12,3.49
315,Los Cedrales,PY,2021-10-01 01:37:46,-25.65,-54.7,80.89,47,62,3.02
316,Moerai,PF,2021-10-01 01:37:46,-22.4333,-151.3333,75.87,76,4,9.22
317,Santa Cruz,BO,2021-10-01 01:37:47,-17.8,-63.1667,83.66,58,8,11.5
318,Kodiak,US,2021-10-01 01:37:47,57.79,-152.4072,47.71,46,90,8.05
319,Kulhudhuffushi,MV,2021-10-01 01:37:47,6.6221,73.07,81.82,77,100,14.9
320,Kiyasovo,RU,2021-10-01 01:37:48,56.3491,53.1244,42.82,96,100,4.94
321,Arica,CL,2021-10-01 01:34:25,-18.475,-70.3042,62.83,77,90,3.44
322,Yakeshi,CN,2021-10-01 01:37:48,49.2833,120.7333,42.35,51,78,12.8
323,Salalah,OM,2021-10-01 01:37:48,17.0151,54.0924,82.49,78,75,4.61
324,Pacific Grove,US,2021-10-01 01:37:49,36.6177,-121.9166,84.6,68,1,3.0
325,Three Hills,CA,2021-10-01 01:33:14,51.7001,-113.2686,72.09,34,100,11.5
326,Normandin,CA,2021-10-01 01:36:40,48.8333,-72.5321,48.51,76,99,6.91
327,Naze,JP,2021-10-01 01:37:49,28.3667,129.4833,79.72,71,8,4.03
328,Brae,GB,2021-10-01 01:37:50,60.3964,-1.353,48.11,85,99,6.51
329,Henties Bay,NA,2021-10-01 01:37:50,-22.116,14.2845,54.86,82,92,8.75
330,Carutapera,BR,2021-10-01 01:32:54,-1.195,-46.02,77.85,83,100,5.3
331,San Patricio,US,2021-10-01 01:37:50,28.017,-97.5169,82.26,76,91,11.97
332,Huilong,CN,2021-10-01 01:37:51,31.8111,121.655,80.98,61,0,2.89
333,Bonavista,CA,2021-10-01 01:37:51,48.6499,-53.1147,56.12,99,100,4.94
334,Sisimiut,GL,2021-10-01 01:37:51,66.9395,-53.6735,32.31,68,94,9.19
335,Chingirlau,KZ,2021-10-01 01:37:52,51.095,54.0814,37.24,54,6,4.94
336,Pafos,CY,2021-10-01 01:37:52,34.7667,32.4167,69.58,78,0,6.91
337,Silver City,US,2021-10-01 01:37:53,32.7701,-108.2803,53.67,80,1,1.99
338,Tateyama,JP,2021-10-01 01:37:53,34.9833,139.8667,69.03,94,100,38.23
339,Puerto Escondido,MX,2021-10-01 01:33:15,15.85,-97.0667,83.23,61,40,0.0
340,Berlevag,NO,2021-10-01 01:37:53,70.8578,29.0864,43.86,81,14,14.61
341,Fallon,US,2021-10-01 01:37:54,39.4735,-118.7774,71.47,11,20,5.75
342,Thayetmyo,MM,2021-10-01 01:37:54,19.3167,95.1833,83.77,80,6,1.63
343,Neryungri,RU,2021-10-01 01:37:54,56.6709,124.6491,29.61,84,100,11.01
344,Udarnyy,RU,2021-10-01 01:37:55,54.3409,42.8611,39.22,91,25,4.76
345,Thaton,MM,2021-10-01 01:37:55,16.9206,97.3714,81.18,88,91,2.08
346,Dohar,BD,2021-10-01 01:37:55,23.5883,90.1469,82.38,77,66,1.16
347,Tahta,EG,2021-10-01 01:37:56,26.7693,31.5021,79.12,57,0,12.24
348,Bilibino,RU,2021-10-01 01:37:56,68.0546,166.4372,14.13,91,74,1.41
349,Monastyrshchina,RU,2021-10-01 01:37:56,54.3496,31.838,37.17,92,58,5.7
350,Victoria,HK,2021-10-01 01:37:57,22.2855,114.1577,91.45,84,3,1.01
351,Hukuntsi,BW,2021-10-01 01:37:57,-24.0,21.75,66.56,16,20,8.12
352,Chitral,PK,2021-10-01 01:37:58,35.8462,71.7858,69.75,62,0,0.65
353,Bridlington,GB,2021-10-01 01:37:58,54.0831,-0.1919,57.88,90,100,19.39
354,Kirksville,US,2021-10-01 01:34:55,40.1948,-92.5833,68.18,100,1,3.44
355,Walvis Bay,NA,2021-10-01 01:37:58,-22.9575,14.5053,55.09,87,0,2.3
356,Buckeye,US,2021-10-01 01:37:59,33.3703,-112.5838,88.09,31,0,4.61
357,Kysyl-Syr,RU,2021-10-01 01:37:59,63.8986,122.7617,36.82,44,17,6.67
358,Hobyo,SO,2021-10-01 01:37:59,5.3505,48.5268,77.77,87,76,17.63
359,Severo-Kurilsk,RU,2021-10-01 01:38:00,50.6789,156.125,48.67,96,100,20.92
360,Sulangan,PH,2021-10-01 01:38:00,11.1373,123.7228,83.66,74,98,4.16
361,Kindu,CD,2021-10-01 01:35:19,-2.95,25.95,69.89,99,89,1.25
362,Pryazha,RU,2021-10-01 01:38:01,61.6926,33.6216,42.03,87,53,3.33
363,Sidi Ali,DZ,2021-10-01 01:38:01,36.0998,0.4206,68.59,77,100,2.86
364,Champerico,GT,2021-10-01 01:38:01,14.3,-91.9167,84.34,80,100,5.46
365,Shubarkuduk,KZ,2021-10-01 01:38:02,49.1447,56.4872,39.97,58,11,5.08
366,Sandpoint,US,2021-10-01 01:38:02,48.2766,-116.5533,65.79,81,90,3.44
367,Acapulco,MX,2021-10-01 01:34:43,16.8634,-99.8901,82.22,78,75,0.0
368,Bandiagara,ML,2021-10-01 01:38:03,14.3501,-3.6104,83.12,55,99,13.44
369,Spassk,RU,2021-10-01 01:38:03,52.747,87.7545,39.88,97,100,3.33
370,Paraiso,CR,2021-10-01 01:38:03,9.8383,-83.8656,64.42,98,100,1.61
371,Bam,IR,2021-10-01 01:38:04,29.106,58.357,79.29,12,9,7.14
372,Richards Bay,ZA,2021-10-01 01:38:04,-28.783,32.0377,65.61,89,100,16.37
373,Saint-Joseph,RE,2021-10-01 01:38:04,-21.3667,55.6167,70.16,79,44,9.73
374,Altamont,US,2021-10-01 01:35:34,42.2068,-121.7372,71.44,15,1,0.0
375,Poum,NC,2021-10-01 01:38:05,-20.2333,164.0167,75.61,81,78,24.14
376,San Cristobal,VE,2021-10-01 01:36:10,7.7669,-72.225,68.18,98,79,1.52
377,Tonekabon,IR,2021-10-01 01:38:05,36.8163,50.8738,67.95,76,72,4.92
378,Pumiao,CN,2021-10-01 01:38:06,22.75,108.4833,81.0,60,8,5.75
379,Mandurah,AU,2021-10-01 01:35:23,-32.55,115.7,64.9,86,97,15.21
380,Chernyshevskiy,RU,2021-10-01 01:38:06,63.0128,112.4714,34.43,57,24,6.06
381,Ola,RU,2021-10-01 01:38:07,59.5833,151.2833,36.55,89,100,27.98
382,Acajutla,SV,2021-10-01 01:38:07,13.5928,-89.8275,80.4,81,27,3.09
383,Havoysund,NO,2021-10-01 01:38:07,70.9963,24.6622,45.48,85,38,13.87
384,Nantucket,US,2021-10-01 01:36:38,41.2835,-70.0995,59.97,65,40,8.05
385,Zeya,RU,2021-10-01 01:38:08,53.75,127.2667,40.8,66,89,3.85
386,Nurobod,UZ,2021-10-01 01:38:08,40.9056,69.8023,50.85,51,99,1.16
387,Dalbandin,PK,2021-10-01 01:38:09,28.8947,64.4101,78.94,36,10,2.46
388,Jiaonan,CN,2021-10-01 01:38:09,35.8786,119.9753,75.22,64,0,6.44
389,Locri,IT,2021-10-01 01:38:09,38.2414,16.2623,73.76,77,49,5.46
390,Iranshahr,IR,2021-10-01 01:38:10,27.2025,60.6848,83.19,43,14,5.12
391,Nalut,LY,2021-10-01 01:38:10,30.3333,10.85,66.34,75,0,9.31
392,Marsh Harbour,BS,2021-10-01 01:38:10,26.5412,-77.0636,81.43,69,43,15.08
393,Taoudenni,ML,2021-10-01 01:38:11,22.6783,-3.9836,88.74,9,60,6.89
394,Almaznyy,RU,2021-10-01 01:38:11,48.0448,40.045,37.54,65,6,5.97
395,Palu,ID,2021-10-01 01:38:12,-0.8917,119.8707,86.79,69,94,2.37
396,Miri,MY,2021-10-01 01:38:12,4.4148,114.0089,84.34,79,40,1.14
397,Urumqi,CN,2021-10-01 01:38:12,43.801,87.6005,63.55,27,0,11.18
398,Great Bend,US,2021-10-01 01:38:13,38.3645,-98.7648,63.88,86,1,5.75
399,Stokmarknes,NO,2021-10-01 01:38:13,68.5646,14.9108,48.49,75,75,5.84
400,Seoul,KR,2021-10-01 01:37:24,37.5683,126.9778,72.97,64,0,10.36
401,Aswan,EG,2021-10-01 01:38:13,24.0934,32.907,76.3,38,0,6.91
402,Avera,US,2021-10-01 01:38:14,33.194,-82.5271,75.7,63,78,2.19
403,Santa Vitoria Do Palmar,BR,2021-10-01 01:38:14,-33.5189,-53.3681,59.97,92,100,13.38
404,Omboue,GA,2021-10-01 01:38:15,-1.5746,9.2618,76.01,87,100,8.1
405,Anloga,GH,2021-10-01 01:38:15,5.7947,0.8973,80.82,87,100,10.42
406,Cayenne,GF,2021-10-01 01:38:16,4.9333,-52.3333,83.08,79,0,5.99
407,Weatherford,US,2021-10-01 01:34:33,32.7593,-97.7972,75.11,88,100,4.0
408,Chaman,PK,2021-10-01 01:38:16,30.9236,66.4512,74.16,46,5,2.37
409,Taltal,CL,2021-10-01 01:38:16,-25.4,-70.4833,62.51,61,0,4.59
410,Mandera,KE,2021-10-01 01:38:17,3.9366,41.867,76.78,69,36,11.14
411,Muzhi,RU,2021-10-01 01:38:17,65.3667,64.6667,32.92,81,32,12.15
412,Te Anau,NZ,2021-10-01 01:35:25,-45.4167,167.7167,56.75,57,29,5.97
413,Portland,US,2021-10-01 01:37:46,45.5234,-122.6762,61.39,91,75,1.01
414,Matadi,CD,2021-10-01 01:38:18,-5.8167,13.45,75.99,80,99,5.23
415,Surab,PK,2021-10-01 01:38:18,28.4914,66.2585,68.92,66,100,5.41
416,Ondjiva,AO,2021-10-01 01:38:18,-17.0667,15.7333,62.4,24,2,4.85
417,Kahului,US,2021-10-01 01:38:12,20.8947,-156.47,84.22,78,40,18.41
418,Qasigiannguit,GL,2021-10-01 01:38:19,68.8193,-51.1922,30.45,75,100,5.14
419,Pevek,RU,2021-10-01 01:38:19,69.7008,170.3133,27.63,78,100,8.79
420,San Rafael,AR,2021-10-01 01:38:19,-34.6177,-68.3301,60.15,27,0,7.27
421,Hambantota,LK,2021-10-01 01:38:20,6.1241,81.1185,79.14,100,20,3.44
422,Shache,CN,2021-10-01 01:38:20,38.4167,77.2406,68.23,18,0,5.37
423,Sotuta,MX,2021-10-01 01:38:20,20.6,-89.0167,77.43,84,81,5.21
424,Kaisiadorys,LT,2021-10-01 01:38:21,54.8667,24.45,49.89,94,100,4.85
425,Alofi,NU,2021-10-01 01:35:56,-19.0595,-169.9187,78.69,73,75,16.11
426,Srednekolymsk,RU,2021-10-01 01:35:04,67.45,153.6833,29.61,54,1,11.32
427,Cartagena Del Chaira,CO,2021-10-01 01:38:21,1.3349,-74.8429,71.2,96,99,1.57
428,Fortuna,US,2021-10-01 01:36:51,40.5982,-124.1573,64.92,70,75,3.0
429,Bintulu,MY,2021-10-01 01:38:22,3.1667,113.0333,81.01,88,40,1.99
430,Cay,TR,2021-10-01 01:38:22,38.5917,31.0286,46.76,78,1,6.42
431,Fort Nelson,CA,2021-10-01 01:38:23,58.8053,-122.7002,42.39,87,90,5.75
432,Boddam,GB,2021-10-01 01:38:23,57.4667,-1.7833,51.12,90,100,13.29
433,Benguela,AO,2021-10-01 01:38:23,-12.5763,13.4055,69.85,81,91,4.25
434,San Isidro,PE,2021-10-01 01:38:24,-12.1167,-77.05,62.51,79,75,5.99
435,Jaguaribe,BR,2021-10-01 01:38:24,-5.8906,-38.6219,79.99,68,34,8.55
436,Mushie,CD,2021-10-01 01:38:24,-3.0167,16.9,70.18,96,100,1.23
437,Constitucion,CL,2021-10-01 01:38:25,-35.3333,-72.4167,47.98,78,5,9.82
438,Boende,CD,2021-10-01 01:36:10,-0.2167,20.8667,67.23,99,97,0.78
439,Bengkulu,ID,2021-10-01 01:38:25,-3.8004,102.2655,79.34,75,100,5.53
440,Grand Forks,US,2021-10-01 01:38:26,47.9417,-97.4337,69.73,62,90,10.36
441,Haines Junction,CA,2021-10-01 01:38:26,60.7522,-137.5108,46.35,57,79,4.61
442,New Plymouth,NZ,2021-10-01 01:38:26,-39.0667,174.0833,56.05,73,99,14.41
443,Pontes E Lacerda,BR,2021-10-01 01:38:27,-15.2261,-59.3353,85.41,46,93,2.91
444,Mayo,US,2021-10-01 01:38:27,38.8876,-76.5119,66.22,69,75,1.99
445,Scarborough,GB,2021-10-01 01:38:27,54.2797,-0.4044,57.52,88,100,1.01
446,Geraldton,AU,2021-10-01 01:38:28,-28.7667,114.6,66.61,88,90,13.8
447,Stephenville,US,2021-10-01 01:38:28,32.2207,-98.2023,72.68,89,90,24.16
448,Skibbereen,IE,2021-10-01 01:38:28,51.55,-9.2667,53.4,85,55,24.94
449,Nakamura,JP,2021-10-01 01:38:29,32.9833,132.9333,84.92,54,0,7.16
450,Urumita,CO,2021-10-01 01:38:29,10.5589,-73.0123,73.47,93,100,4.32
451,Cravo Norte,CO,2021-10-01 01:38:29,6.3017,-70.2041,77.02,81,98,2.01
452,Magugu,TZ,2021-10-01 01:38:30,-4.0167,35.7667,67.19,73,84,1.5
453,Una,IN,2021-10-01 01:35:03,20.8167,71.0333,79.92,88,100,9.28
454,Chicama,PE,2021-10-01 01:38:30,-7.8447,-79.1469,59.54,81,73,5.01
455,Baherden,TM,2021-10-01 01:38:30,38.4362,57.4316,55.78,50,30,4.43
456,Jimma,ET,2021-10-01 01:38:31,7.6667,36.8333,57.33,95,80,0.98
457,Belica,BG,2021-10-01 01:38:31,41.9569,23.5725,47.75,90,97,3.98
458,Beyneu,KZ,2021-10-01 01:38:31,45.3167,55.2,46.02,42,6,4.61
459,Gainesville,US,2021-10-01 01:38:32,29.6516,-82.3248,76.71,84,1,5.75
460,Hot Springs,US,2021-10-01 01:37:03,34.5037,-93.0552,74.32,87,3,3.06
461,Dwarka,IN,2021-10-01 01:38:02,22.2394,68.9678,81.54,86,100,18.79
462,Vanavara,RU,2021-10-01 01:38:32,60.34,102.2797,36.79,63,34,4.76
463,Flin Flon,CA,2021-10-01 01:38:33,54.7682,-101.865,52.9,52,9,6.98
464,Chambas,CU,2021-10-01 01:38:33,22.1928,-78.9136,80.22,91,13,4.7
465,Ponta Delgada,PT,2021-10-01 01:38:34,37.7333,-25.6667,71.51,88,20,3.44
466,Kostomuksha,RU,2021-10-01 01:38:34,64.571,30.5767,41.56,81,98,4.76
467,Kamarion,GR,2021-10-01 01:38:34,36.8,25.8167,66.74,67,0,32.32
468,Baykit,RU,2021-10-01 01:38:35,61.67,96.37,35.94,77,100,3.0
469,Ishigaki,JP,2021-10-01 01:38:35,24.3448,124.1572,86.13,79,75,8.05
470,Cayhagan,PH,2021-10-01 01:38:36,9.6697,122.4256,84.13,74,82,4.7
471,Pimentel,PE,2021-10-01 01:38:36,-6.8367,-79.9342,63.54,87,97,14.18
472,Bella Vista,US,2021-10-01 01:38:36,36.4295,-94.2316,72.32,94,90,0.0
473,Srivardhan,IN,2021-10-01 01:38:37,18.0333,73.0167,77.16,89,58,4.9
474,Nampula,MZ,2021-10-01 01:38:37,-15.1165,39.2666,67.95,94,0,4.61
475,Hearst,CA,2021-10-01 01:38:37,49.6835,-83.6665,53.85,80,100,4.97
476,Porto Novo,BJ,2021-10-01 01:35:24,6.4965,2.6036,80.42,92,91,4.45
477,Rio Branco,BR,2021-10-01 01:38:38,-9.9747,-67.81,79.41,83,20,6.91
478,Shuangyang,CN,2021-10-01 01:38:38,43.5242,125.6736,56.14,58,0,4.63
479,Sao Joao Da Barra,BR,2021-10-01 01:34:03,-21.6403,-41.0511,71.22,84,78,3.71
480,Alcaniz,ES,2021-10-01 01:38:39,41.05,-0.1333,63.09,67,9,1.59
481,Agfalva,HU,2021-10-01 01:38:39,47.6899,16.5166,52.11,63,47,2.75
482,Khani,GE,2021-10-01 01:38:39,41.9563,42.9566,51.37,93,99,2.68
483,Anchorage,US,2021-10-01 01:36:21,61.2181,-149.9003,47.64,51,1,4.0
484,Chiselet,RO,2021-10-01 01:38:40,44.1833,26.85,50.76,75,22,5.95
485,Mackay,AU,2021-10-01 01:35:25,-21.15,149.2,83.68,65,75,11.5
486,Port Victoria,KE,2021-10-01 01:38:41,0.0939,33.9756,67.86,79,100,6.08
487,Pombia,IT,2021-10-01 01:38:41,45.653,8.6336,63.61,82,0,8.05
488,Karchaghbyur,AM,2021-10-01 01:38:41,40.1705,45.5779,44.85,91,69,10.25
489,Vidalia,US,2021-10-01 01:38:42,32.2177,-82.4135,73.35,83,1,0.0
490,Masalli,KR,2021-10-01 01:38:42,34.7959,126.6553,73.08,63,0,6.62
491,Svetlogorsk,BY,2021-10-01 01:38:42,52.6333,29.7333,38.75,84,53,6.26
492,Balikpapan,ID,2021-10-01 01:38:43,-1.2675,116.8289,78.75,87,100,1.28
493,Ifanadiana,MG,2021-10-01 01:38:43,-21.3,47.6333,61.29,94,53,0.74
494,Fort Portal,UG,2021-10-01 01:38:43,0.6617,30.2748,58.6,92,100,2.46
495,Kheri,IN,2021-10-01 01:38:44,27.9,80.8,78.91,83,48,5.5
496,Khandyga,RU,2021-10-01 01:38:44,62.6667,135.6,38.89,62,100,3.74
497,Sorong,ID,2021-10-01 01:38:44,-0.8833,131.25,84.11,70,31,4.25
498,Ozernovskiy,RU,2021-10-01 01:38:45,51.5,156.5167,49.55,83,100,11.97
499,Along,IN,2021-10-01 01:38:45,28.1667,94.7667,76.98,91,63,0.92
500,La Orilla,MX,2021-10-01 01:38:46,17.9833,-102.2333,79.34,83,12,1.14
501,Villa Maria,AR,2021-10-01 01:38:46,-32.4075,-63.2402,54.55,67,0,3.94
502,Fort Smith,US,2021-10-01 01:38:46,35.3859,-94.3986,71.64,86,75,3.44
503,Marsa Matruh,EG,2021-10-01 01:38:47,31.3525,27.2453,75.4,69,40,6.91
504,Codo,BR,2021-10-01 01:38:47,-4.4553,-43.8856,75.15,87,54,3.76
505,Duminichi,RU,2021-10-01 01:38:47,53.9345,35.1099,36.63,94,1,2.75
506,Nadym,RU,2021-10-01 01:38:48,65.5333,72.5167,34.02,97,100,21.7
507,Barzas,RU,2021-10-01 01:38:48,55.7167,86.3167,37.63,97,100,6.13
508,Lancaster,US,2021-10-01 01:36:49,40.2504,-76.2499,58.28,83,40,3.44
509,Yaval,IN,2021-10-01 01:38:48,21.1667,75.7,78.06,85,17,1.1
510,Apt,FR,2021-10-01 01:38:49,43.8833,5.4,54.79,71,0,5.19
511,Ormara,PK,2021-10-01 01:38:49,25.2088,64.6357,81.99,74,100,21.99
512,Turinsk,RU,2021-10-01 01:38:49,58.0458,63.696,37.6,84,100,12.08
513,Minas,UY,2021-10-01 01:38:50,-34.3759,-55.2377,59.47,95,71,8.95
514,Singaraja,ID,2021-10-01 01:38:50,-8.112,115.0882,79.97,60,12,3.18
515,Kiunga,PG,2021-10-01 01:38:50,-6.1219,141.2906,83.86,75,95,3.27
516,Gritsovskiy,RU,2021-10-01 01:38:51,54.1376,38.1604,36.91,89,0,2.15
517,Rio Grande,BR,2021-10-01 01:35:38,-32.035,-52.0986,62.94,94,100,28.52
518,Margate,GB,2021-10-01 01:35:45,51.3813,1.3862,62.31,81,100,4.0
519,Moundsville,US,2021-10-01 01:34:44,39.9203,-80.7431,58.15,88,25,3.56
520,Omsukchan,RU,2021-10-01 01:38:51,62.5333,155.8,26.51,84,100,8.08
521,Bitung,ID,2021-10-01 01:38:52,1.4451,125.1824,92.25,68,16,6.73
522,Urucara,BR,2021-10-01 01:38:52,-2.5364,-57.76,77.11,76,94,2.46
523,Sabzevar,IR,2021-10-01 01:38:52,36.2126,57.6819,61.56,41,0,9.4
524,Collie,AU,2021-10-01 01:38:53,-33.3667,116.15,56.26,97,100,7.99
525,Galich,RU,2021-10-01 01:38:53,58.3797,42.3475,40.03,97,94,4.54
526,Chunskiy,RU,2021-10-01 01:38:53,56.0815,99.6342,41.22,63,77,6.33
527,Curanilahue,CL,2021-10-01 01:38:54,-37.4667,-73.35,43.23,93,100,2.04
528,Katobu,ID,2021-10-01 01:38:54,-4.9408,122.5276,79.36,85,100,5.79
529,Petatlan,MX,2021-10-01 01:38:54,17.5167,-101.2667,85.8,88,99,2.46
530,Coquimbo,CL,2021-10-01 01:38:55,-29.9533,-71.3436,55.13,87,0,3.44
531,Guiglo,CI,2021-10-01 01:38:55,6.5456,-7.4966,70.97,100,100,2.39
532,Otradnoye,RU,2021-10-01 01:38:56,59.7775,30.8181,42.85,96,50,4.83
533,Vanimo,PG,2021-10-01 01:38:56,-2.6741,141.3028,82.89,75,100,1.77
534,Dagua,CO,2021-10-01 01:38:56,3.6569,-76.6886,70.3,97,100,0.74
535,Two Hills,CA,2021-10-01 01:38:57,53.7169,-111.7518,66.69,34,9,5.75
536,Sunbury,AU,2021-10-01 01:38:57,-37.5833,144.7333,70.5,69,75,5.99
537,Khorixas,NA,2021-10-01 01:38:57,-20.3667,14.9667,56.59,43,1,4.29
538,Takoradi,GH,2021-10-01 01:38:58,4.8845,-1.7554,75.87,90,91,6.38
